chrom.i.,start.i.,end.i.,chrom.j.,start.j.,end.j.,interaction,Tes,GC,Acc
chr2L,94000,96000,2L,152000,154000,49,3.5,0.435032484,148.6827942
chr2L,94000,96000,2L,154000,156000,65,4.5,0.41954023,303.4191427
chr2L,94000,96000,2L,156000,158000,59,3.5,0.404047976,243.8331051
chr2L,94000,96000,2L,158000,160000,30,7,0.386056972,558.5500962
chr2L,94000,96000,2L,160000,162000,4,11,0.402048976,1936.759266
chr2L,94000,96000,2L,162000,164000,21,4,0.377311344,501.0807767
chr2L,94000,96000,2L,164000,166000,32,3.5,0.375312344,354.0358507
chr2L,94000,96000,2L,166000,168000,11,3.5,0.381809095,1062.736427
chr2L,94000,96000,2L,168000,170000,17,4.5,0.377311344,358.5077001
chr2L,94000,96000,2L,170000,172000,22,3.5,0.356321839,171.106891
chr2L,94000,96000,2L,172000,174000,17,4,0.370814593,137.9293
chr2L,94000,96000,2L,174000,176000,9,3,0.35882059,135.5547334
chr2L,94000,96000,2L,176000,178000,12,3.5,0.355322339,130.8759326
chr2L,94000,96000,2L,178000,180000,15,4,0.390804598,145.5076246
chr2L,94000,96000,2L,180000,182000,18,3,0.402048976,158.4046921
chr2L,94000,96000,2L,182000,184000,5,6.5,0.375812094,297.4146732
chr2L,94000,96000,2L,184000,186000,27,3.5,0.459270365,155.4560385
chr2L,94000,96000,2L,186000,188000,30,3,0.415292354,142.0406463
chr2L,94000,96000,2L,188000,190000,24,3,0.447526237,157.1528531
chr2L,94000,96000,2L,190000,192000,27,3,0.429535232,156.1621633
chr2L,94000,96000,2L,192000,194000,9,3,0.419790105,149.3303394
chr2L,94000,96000,2L,194000,196000,17,3,0.442028986,161.1530379
chr2L,94000,96000,2L,196000,198000,13,3,0.434782609,160.0824406
chr2L,94000,96000,2L,198000,2.00E+05,18,3,0.442528736,156.3242297
chr2L,94000,96000,2L,2.00E+05,202000,19,3.5,0.406796602,148.7510281
chr2L,94000,96000,2L,202000,204000,14,6,0.354572714,231.8742909
chr2L,94000,96000,2L,204000,206000,16,3.5,0.430534733,173.2019267
chr2L,94000,96000,2L,206000,208000,16,5.5,0.4007996,250.0961184
chr2L,94000,96000,2L,208000,210000,12,3.5,0.44027986,149.8744421
chr2L,94000,96000,2L,210000,212000,21,3,0.365067466,144.9697265
chr2L,94000,96000,2L,212000,214000,23,3,0.460769615,162.7218959
chr2L,94000,96000,2L,214000,216000,17,3,0.447026487,154.5570662
chr2L,94000,96000,2L,216000,218000,10,3,0.424037981,157.1094145
chr2L,94000,96000,2L,218000,220000,9,3,0.396051974,141.6846695
chr2L,94000,96000,2L,220000,222000,12,8.5,0.390804598,259.9188385
chr2L,94000,96000,2L,222000,224000,7,20,0.42003998,471.5641757
chr2L,94000,96000,2L,224000,226000,5,4.5,0.416291854,426.760701
chr2L,96000,98000,2L,96000,98000,645,3,0.416791604,87.4501361
chr2L,96000,98000,2L,98000,1.00E+05,1657,2,0.409545227,89.94119786
chr2L,96000,98000,2L,1.00E+05,102000,1566,2,0.390304848,97.70909496
chr2L,96000,98000,2L,102000,104000,863,2,0.431284358,281.8999685
chr2L,96000,98000,2L,104000,106000,667,1.5,0.416041979,267.5702642
chr2L,96000,98000,2L,106000,108000,542,3.5,0.41854073,314.8296825
chr2L,96000,98000,2L,108000,110000,267,5.5,0.435032484,520.6381108
chr2L,96000,98000,2L,110000,112000,301,2.5,0.412543728,99.25211764
chr2L,96000,98000,2L,112000,114000,309,1.5,0.414792604,97.32143294
chr2L,96000,98000,2L,114000,116000,357,8,0.383558221,192.1416215
chr2L,96000,98000,2L,116000,118000,329,2,0.397801099,86.45388083
chr2L,96000,98000,2L,118000,120000,241,1.5,0.42053973,124.4193672
chr2L,96000,98000,2L,120000,122000,274,3,0.424287856,619.8299511
chr2L,96000,98000,2L,122000,124000,236,3.5,0.392553723,160.9988662
chr2L,96000,98000,2L,124000,126000,154,2,0.426036982,165.7353063
chr2L,96000,98000,2L,126000,128000,24,2.5,0.422288856,111.8214387
chr2L,96000,98000,2L,128000,130000,127,6.5,0.441029485,844.1267887
chr2L,96000,98000,2L,130000,132000,37,5,0.408545727,294.6981674
chr2L,96000,98000,2L,132000,134000,91,3,0.469515242,261.9967768
chr2L,96000,98000,2L,134000,136000,54,2,0.389555222,179.2639554
chr2L,96000,98000,2L,136000,138000,95,2.5,0.404797601,195.9803738
chr2L,96000,98000,2L,138000,140000,57,2,0.410044978,98.90247798
chr2L,96000,98000,2L,140000,142000,70,3,0.435032484,103.139105
chr2L,96000,98000,2L,142000,144000,109,11.5,0.451274363,333.0189543
chr2L,96000,98000,2L,144000,146000,83,2.5,0.447776112,106.0409331
chr2L,96000,98000,2L,146000,148000,56,4.5,0.43878061,90.6513926
chr2L,96000,98000,2L,148000,150000,72,2,0.438530735,89.97371265
chr2L,96000,98000,2L,150000,152000,73,1.5,0.436031984,88.73594506
chr2L,96000,98000,2L,152000,154000,72,2,0.449775112,90.3383126
chr2L,96000,98000,2L,154000,156000,64,3,0.434282859,245.0746611
chr2L,96000,98000,2L,156000,158000,83,2,0.418790605,185.4886235
chr2L,96000,98000,2L,158000,160000,55,5.5,0.4007996,500.2056146
chr2L,96000,98000,2L,160000,162000,7,9.5,0.416791604,1878.414784
chr2L,96000,98000,2L,162000,164000,21,2.5,0.392053973,442.7362951
chr2L,96000,98000,2L,164000,166000,35,2,0.390054973,295.6913691
chr2L,96000,98000,2L,166000,168000,3,2,0.396551724,1004.391945
chr2L,96000,98000,2L,168000,170000,21,3,0.392053973,300.1632185
chr2L,96000,98000,2L,170000,172000,20,2,0.371064468,112.7624094
chr2L,96000,98000,2L,172000,174000,23,2.5,0.385557221,79.58481841
chr2L,96000,98000,2L,174000,176000,7,1.5,0.373563218,77.21025181
chr2L,96000,98000,2L,176000,178000,13,2,0.370064968,72.53145101
chr2L,96000,98000,2L,178000,180000,33,2.5,0.405547226,87.16314301
chr2L,96000,98000,2L,180000,182000,16,1.5,0.416791604,100.0602105
chr2L,96000,98000,2L,182000,184000,11,5,0.390554723,239.0701916
chr2L,96000,98000,2L,184000,186000,26,2,0.474012994,97.11155686
chr2L,96000,98000,2L,186000,188000,30,1.5,0.430034983,83.69616473
chr2L,96000,98000,2L,188000,190000,23,1.5,0.462268866,98.80837148
chr2L,96000,98000,2L,190000,192000,33,1.5,0.444277861,97.81768173
chr2L,96000,98000,2L,192000,194000,16,1.5,0.434532734,90.98585785
chr2L,96000,98000,2L,194000,196000,19,1.5,0.456771614,102.8085563
chr2L,96000,98000,2L,196000,198000,23,1.5,0.449525237,101.737959
chr2L,96000,98000,2L,198000,2.00E+05,21,1.5,0.457271364,97.97974808
chr2L,96000,98000,2L,2.00E+05,202000,25,2,0.42153923,90.40654646
chr2L,96000,98000,2L,202000,204000,18,4.5,0.369315342,173.5298093
chr2L,96000,98000,2L,204000,206000,26,2,0.445277361,114.8574451
chr2L,96000,98000,2L,206000,208000,28,4,0.415542229,191.7516368
chr2L,96000,98000,2L,208000,210000,18,2,0.455022489,91.52996052
chr2L,96000,98000,2L,210000,212000,14,1.5,0.379810095,86.62524489
chr2L,96000,98000,2L,212000,214000,23,1.5,0.475512244,104.3774144
chr2L,96000,98000,2L,214000,216000,21,1.5,0.461769115,96.21258456
chr2L,96000,98000,2L,216000,218000,10,1.5,0.43878061,98.76493289
chr2L,96000,98000,2L,218000,220000,13,1.5,0.410794603,83.34018788
chr2L,96000,98000,2L,220000,222000,8,7,0.405547226,201.5743569
chr2L,96000,98000,2L,222000,224000,14,18.5,0.434782609,413.2196941
chr2L,96000,98000,2L,224000,226000,0,3,0.431034483,368.4162194
chr2L,98000,1.00E+05,2L,98000,1.00E+05,757,1,0.402298851,92.43225961
chr2L,98000,1.00E+05,2L,1.00E+05,102000,1731,1,0.383058471,100.2001567
chr2L,98000,1.00E+05,2L,102000,104000,958,1,0.424037981,284.3910302
chr2L,98000,1.00E+05,2L,104000,106000,743,0.5,0.408795602,270.0613259
chr2L,98000,1.00E+05,2L,106000,108000,540,2.5,0.411294353,317.3207443
chr2L,98000,1.00E+05,2L,108000,110000,249,4.5,0.427786107,523.1291726
chr2L,98000,1.00E+05,2L,110000,112000,294,1.5,0.405297351,101.7431794
chr2L,98000,1.00E+05,2L,112000,114000,300,0.5,0.407546227,99.81249469
chr2L,98000,1.00E+05,2L,114000,116000,372,7,0.376311844,194.6326832
chr2L,98000,1.00E+05,2L,116000,118000,361,1,0.390554723,88.94494259
chr2L,98000,1.00E+05,2L,118000,120000,224,0.5,0.413293353,126.9104289
chr2L,98000,1.00E+05,2L,120000,122000,255,2,0.417041479,622.3210128
chr2L,98000,1.00E+05,2L,122000,124000,227,2.5,0.385307346,163.489928
chr2L,98000,1.00E+05,2L,124000,126000,164,1,0.418790605,168.226368
chr2L,98000,1.00E+05,2L,126000,128000,34,1.5,0.415042479,114.3125005
chr2L,98000,1.00E+05,2L,128000,130000,132,5.5,0.433783108,846.6178505
chr2L,98000,1.00E+05,2L,130000,132000,31,4,0.40129935,297.1892292
chr2L,98000,1.00E+05,2L,132000,134000,96,2,0.462268866,264.4878386
chr2L,98000,1.00E+05,2L,134000,136000,45,1,0.382308846,181.7550171
chr2L,98000,1.00E+05,2L,136000,138000,91,1.5,0.397551224,198.4714356
chr2L,98000,1.00E+05,2L,138000,140000,66,1,0.402798601,101.3935397
chr2L,98000,1.00E+05,2L,140000,142000,68,2,0.427786107,105.6301668
chr2L,98000,1.00E+05,2L,142000,144000,85,10.5,0.444027986,335.5100161
chr2L,98000,1.00E+05,2L,144000,146000,59,1.5,0.440529735,108.5319948
chr2L,98000,1.00E+05,2L,146000,148000,53,3.5,0.431534233,93.14245436
chr2L,98000,1.00E+05,2L,148000,150000,65,1,0.431284358,92.4647744
chr2L,98000,1.00E+05,2L,150000,152000,72,0.5,0.428785607,91.22700682
chr2L,98000,1.00E+05,2L,152000,154000,55,1,0.442528736,92.82937435
chr2L,98000,1.00E+05,2L,154000,156000,57,2,0.427036482,247.5657229
chr2L,98000,1.00E+05,2L,156000,158000,86,1,0.411544228,187.9796853
chr2L,98000,1.00E+05,2L,158000,160000,43,4.5,0.393553223,502.6966763
chr2L,98000,1.00E+05,2L,160000,162000,7,8.5,0.409545227,1880.905846
chr2L,98000,1.00E+05,2L,162000,164000,20,1.5,0.384807596,445.2273569
chr2L,98000,1.00E+05,2L,164000,166000,21,1,0.382808596,298.1824308
chr2L,98000,1.00E+05,2L,166000,168000,10,1,0.389305347,1006.883007
chr2L,98000,1.00E+05,2L,168000,170000,19,2,0.384807596,302.6542803
chr2L,98000,1.00E+05,2L,170000,172000,16,1,0.363818091,115.2534712
chr2L,98000,1.00E+05,2L,172000,174000,13,1.5,0.378310845,82.07588017
chr2L,98000,1.00E+05,2L,174000,176000,16,0.5,0.366316842,79.70131356
chr2L,98000,1.00E+05,2L,176000,178000,24,1,0.362818591,75.02251276
chr2L,98000,1.00E+05,2L,178000,180000,28,1.5,0.39830085,89.65420476
chr2L,98000,1.00E+05,2L,180000,182000,21,0.5,0.409545227,102.5512723
chr2L,98000,1.00E+05,2L,182000,184000,6,4,0.383308346,241.5612533
chr2L,98000,1.00E+05,2L,184000,186000,21,1,0.466766617,99.60261861
chr2L,98000,1.00E+05,2L,186000,188000,15,0.5,0.422788606,86.18722648
chr2L,98000,1.00E+05,2L,188000,190000,25,0.5,0.455022489,101.2994332
chr2L,98000,1.00E+05,2L,190000,192000,29,0.5,0.437031484,100.3087435
chr2L,98000,1.00E+05,2L,192000,194000,14,0.5,0.427286357,93.47691961
chr2L,98000,1.00E+05,2L,194000,196000,26,0.5,0.449525237,105.299618
chr2L,98000,1.00E+05,2L,196000,198000,21,0.5,0.442278861,104.2290208
chr2L,98000,1.00E+05,2L,198000,2.00E+05,16,0.5,0.450024988,100.4708098
chr2L,98000,1.00E+05,2L,2.00E+05,202000,20,1,0.414292854,92.89760822
chr2L,98000,1.00E+05,2L,202000,204000,20,3.5,0.362068966,176.0208711
chr2L,98000,1.00E+05,2L,204000,206000,13,1,0.438030985,117.3485069
chr2L,98000,1.00E+05,2L,206000,208000,24,3,0.408295852,194.2426985
chr2L,98000,1.00E+05,2L,208000,210000,22,1,0.447776112,94.02102227
chr2L,98000,1.00E+05,2L,210000,212000,13,0.5,0.372563718,89.11630664
chr2L,98000,1.00E+05,2L,212000,214000,24,0.5,0.468265867,106.8684761
chr2L,98000,1.00E+05,2L,214000,216000,26,0.5,0.454522739,98.70364632
chr2L,98000,1.00E+05,2L,216000,218000,6,0.5,0.431534233,101.2559946
chr2L,98000,1.00E+05,2L,218000,220000,10,0.5,0.403548226,85.83124964
chr2L,98000,1.00E+05,2L,220000,222000,11,6,0.39830085,204.0654186
chr2L,98000,1.00E+05,2L,222000,224000,8,17.5,0.427536232,415.7107559
chr2L,98000,1.00E+05,2L,224000,226000,1,2,0.423788106,370.9072811
chr2L,1.00E+05,102000,2L,1.00E+05,102000,884,1,0.363818091,107.9680538
chr2L,1.00E+05,102000,2L,102000,104000,1411,1,0.404797601,292.1589273
chr2L,1.00E+05,102000,2L,104000,106000,1115,0.5,0.389555222,277.8292231
chr2L,1.00E+05,102000,2L,106000,108000,822,2.5,0.392053973,325.0886414
chr2L,1.00E+05,102000,2L,108000,110000,334,4.5,0.408545727,530.8970697
chr2L,1.00E+05,102000,2L,110000,112000,361,1.5,0.386056972,109.5110765
chr2L,1.00E+05,102000,2L,112000,114000,360,0.5,0.388305847,107.5803918
chr2L,1.00E+05,102000,2L,114000,116000,475,7,0.357071464,202.4005804
chr2L,1.00E+05,102000,2L,116000,118000,447,1,0.371314343,96.71283969
chr2L,1.00E+05,102000,2L,118000,120000,269,0.5,0.394052974,134.678326
chr2L,1.00E+05,102000,2L,120000,122000,329,2,0.397801099,630.08891
chr2L,1.00E+05,102000,2L,122000,124000,306,2.5,0.366066967,171.2578251
chr2L,1.00E+05,102000,2L,124000,126000,188,1,0.399550225,175.9942651
chr2L,1.00E+05,102000,2L,126000,128000,29,1.5,0.395802099,122.0803976
chr2L,1.00E+05,102000,2L,128000,130000,189,5.5,0.414542729,854.3857476
chr2L,1.00E+05,102000,2L,130000,132000,50,4,0.382058971,304.9571263
chr2L,1.00E+05,102000,2L,132000,134000,101,2,0.443028486,272.2557357
chr2L,1.00E+05,102000,2L,134000,136000,74,1,0.363068466,189.5229142
chr2L,1.00E+05,102000,2L,136000,138000,100,1.5,0.378310845,206.2393327
chr2L,1.00E+05,102000,2L,138000,140000,80,1,0.383558221,109.1614368
chr2L,1.00E+05,102000,2L,140000,142000,79,2,0.408545727,113.3980639
chr2L,1.00E+05,102000,2L,142000,144000,110,10.5,0.424787606,343.2779132
chr2L,1.00E+05,102000,2L,144000,146000,67,1.5,0.421289355,116.2998919
chr2L,1.00E+05,102000,2L,146000,148000,49,3.5,0.412293853,100.9103515
chr2L,1.00E+05,102000,2L,148000,150000,80,1,0.412043978,100.2326715
chr2L,1.00E+05,102000,2L,150000,152000,88,0.5,0.409545227,98.99490392
chr2L,1.00E+05,102000,2L,152000,154000,71,1,0.423288356,100.5972715
chr2L,1.00E+05,102000,2L,154000,156000,82,2,0.407796102,255.33362
chr2L,1.00E+05,102000,2L,156000,158000,82,1,0.392303848,195.7475824
chr2L,1.00E+05,102000,2L,158000,160000,53,4.5,0.374312844,510.4645734
chr2L,1.00E+05,102000,2L,160000,162000,7,8.5,0.390304848,1888.673743
chr2L,1.00E+05,102000,2L,162000,164000,24,1.5,0.365567216,452.995254
chr2L,1.00E+05,102000,2L,164000,166000,36,1,0.363568216,305.9503279
chr2L,1.00E+05,102000,2L,166000,168000,11,1,0.370064968,1014.650904
chr2L,1.00E+05,102000,2L,168000,170000,29,2,0.365567216,310.4221774
chr2L,1.00E+05,102000,2L,170000,172000,34,1,0.344577711,123.0213683
chr2L,1.00E+05,102000,2L,172000,174000,32,1.5,0.359070465,89.84377727
chr2L,1.00E+05,102000,2L,174000,176000,7,0.5,0.347076462,87.46921067
chr2L,1.00E+05,102000,2L,176000,178000,22,1,0.343578211,82.79040987
chr2L,1.00E+05,102000,2L,178000,180000,25,1.5,0.37906047,97.42210187
chr2L,1.00E+05,102000,2L,180000,182000,11,0.5,0.390304848,110.3191694
chr2L,1.00E+05,102000,2L,182000,184000,5,4,0.364067966,249.3291505
chr2L,1.00E+05,102000,2L,184000,186000,21,1,0.447526237,107.3705157
chr2L,1.00E+05,102000,2L,186000,188000,27,0.5,0.403548226,93.95512359
chr2L,1.00E+05,102000,2L,188000,190000,33,0.5,0.435782109,109.0673303
chr2L,1.00E+05,102000,2L,190000,192000,45,0.5,0.417791104,108.0766406
chr2L,1.00E+05,102000,2L,192000,194000,21,0.5,0.408045977,101.2448167
chr2L,1.00E+05,102000,2L,194000,196000,23,0.5,0.430284858,113.0675151
chr2L,1.00E+05,102000,2L,196000,198000,25,0.5,0.423038481,111.9969179
chr2L,1.00E+05,102000,2L,198000,2.00E+05,18,0.5,0.430784608,108.2387069
chr2L,1.00E+05,102000,2L,2.00E+05,202000,15,1,0.395052474,100.6655053
chr2L,1.00E+05,102000,2L,202000,204000,22,3.5,0.342828586,183.7887682
chr2L,1.00E+05,102000,2L,204000,206000,27,1,0.418790605,125.116404
chr2L,1.00E+05,102000,2L,206000,208000,31,3,0.389055472,202.0105956
chr2L,1.00E+05,102000,2L,208000,210000,17,1,0.428535732,101.7889194
chr2L,1.00E+05,102000,2L,210000,212000,19,0.5,0.353323338,96.88420375
chr2L,1.00E+05,102000,2L,212000,214000,31,0.5,0.449025487,114.6363732
chr2L,1.00E+05,102000,2L,214000,216000,31,0.5,0.435282359,106.4715434
chr2L,1.00E+05,102000,2L,216000,218000,12,0.5,0.412293853,109.0238918
chr2L,1.00E+05,102000,2L,218000,220000,29,0.5,0.384307846,93.59914674
chr2L,1.00E+05,102000,2L,220000,222000,13,6,0.37906047,211.8333157
chr2L,1.00E+05,102000,2L,222000,224000,19,17.5,0.408295852,423.478653
chr2L,1.00E+05,102000,2L,224000,226000,1,2,0.404547726,378.6751782
chr2L,102000,104000,2L,102000,104000,702,1,0.445777111,476.3498008
chr2L,102000,104000,2L,104000,106000,1890,0.5,0.430534733,462.0200966
chr2L,102000,104000,2L,106000,108000,1262,2.5,0.433033483,509.2795149
chr2L,102000,104000,2L,108000,110000,432,4.5,0.449525237,715.0879432
chr2L,102000,104000,2L,110000,112000,409,1.5,0.427036482,293.70195
chr2L,102000,104000,2L,112000,114000,376,0.5,0.429285357,291.7712653
chr2L,102000,104000,2L,114000,116000,464,7,0.398050975,386.5914538
chr2L,102000,104000,2L,116000,118000,393,1,0.412293853,280.9037132
chr2L,102000,104000,2L,118000,120000,300,0.5,0.435032484,318.8691995
chr2L,102000,104000,2L,120000,122000,325,2,0.43878061,814.2797834
chr2L,102000,104000,2L,122000,124000,288,2.5,0.407046477,355.4486986
chr2L,102000,104000,2L,124000,126000,216,1,0.440529735,360.1851386
chr2L,102000,104000,2L,126000,128000,29,1.5,0.436781609,306.2712711
chr2L,102000,104000,2L,128000,130000,200,5.5,0.455522239,1038.576621
chr2L,102000,104000,2L,130000,132000,38,4,0.423038481,489.1479998
chr2L,102000,104000,2L,132000,134000,119,2,0.484007996,456.4466092
chr2L,102000,104000,2L,134000,136000,74,1,0.404047976,373.7137877
chr2L,102000,104000,2L,136000,138000,95,1.5,0.419290355,390.4302062
chr2L,102000,104000,2L,138000,140000,72,1,0.424537731,293.3523103
chr2L,102000,104000,2L,140000,142000,81,2,0.449525237,297.5889374
chr2L,102000,104000,2L,142000,144000,99,10.5,0.465767116,527.4687867
chr2L,102000,104000,2L,144000,146000,58,1.5,0.462268866,300.4907654
chr2L,102000,104000,2L,146000,148000,48,3.5,0.453273363,285.101225
chr2L,102000,104000,2L,148000,150000,73,1,0.453023488,284.423545
chr2L,102000,104000,2L,150000,152000,61,0.5,0.450524738,283.1857774
chr2L,102000,104000,2L,152000,154000,66,1,0.464267866,284.788145
chr2L,102000,104000,2L,154000,156000,70,2,0.448775612,439.5244935
chr2L,102000,104000,2L,156000,158000,72,1,0.433283358,379.9384559
chr2L,102000,104000,2L,158000,160000,49,4.5,0.415292354,694.6554469
chr2L,102000,104000,2L,160000,162000,4,8.5,0.431284358,2072.864617
chr2L,102000,104000,2L,162000,164000,27,1.5,0.406546727,637.1861275
chr2L,102000,104000,2L,164000,166000,34,1,0.404547726,490.1412014
chr2L,102000,104000,2L,166000,168000,11,1,0.411044478,1198.841778
chr2L,102000,104000,2L,168000,170000,20,2,0.406546727,494.6130509
chr2L,102000,104000,2L,170000,172000,27,1,0.385557221,307.2122418
chr2L,102000,104000,2L,172000,174000,19,1.5,0.400049975,274.0346508
chr2L,102000,104000,2L,174000,176000,10,0.5,0.388055972,271.6600842
chr2L,102000,104000,2L,176000,178000,10,1,0.384557721,266.9812834
chr2L,102000,104000,2L,178000,180000,20,1.5,0.42003998,281.6129754
chr2L,102000,104000,2L,180000,182000,16,0.5,0.431284358,294.5100429
chr2L,102000,104000,2L,182000,184000,6,4,0.405047476,433.5200239
chr2L,102000,104000,2L,184000,186000,23,1,0.488505747,291.5613892
chr2L,102000,104000,2L,186000,188000,18,0.5,0.444527736,278.1459971
chr2L,102000,104000,2L,188000,190000,27,0.5,0.476761619,293.2582038
chr2L,102000,104000,2L,190000,192000,21,0.5,0.458770615,292.2675141
chr2L,102000,104000,2L,192000,194000,10,0.5,0.449025487,285.4356902
chr2L,102000,104000,2L,194000,196000,18,0.5,0.471264368,297.2583886
chr2L,102000,104000,2L,196000,198000,21,0.5,0.464017991,296.1877914
chr2L,102000,104000,2L,198000,2.00E+05,13,0.5,0.471764118,292.4295804
chr2L,102000,104000,2L,2.00E+05,202000,13,1,0.436031984,284.8563788
chr2L,102000,104000,2L,202000,204000,28,3.5,0.383808096,367.9796417
chr2L,102000,104000,2L,204000,206000,35,1,0.459770115,309.3072775
chr2L,102000,104000,2L,206000,208000,30,3,0.430034983,386.2014691
chr2L,102000,104000,2L,208000,210000,22,1,0.469515242,285.9797929
chr2L,102000,104000,2L,210000,212000,10,0.5,0.394302849,281.0750772
chr2L,102000,104000,2L,212000,214000,22,0.5,0.490004998,298.8272467
chr2L,102000,104000,2L,214000,216000,14,0.5,0.476261869,290.6624169
chr2L,102000,104000,2L,216000,218000,7,0.5,0.453273363,293.2147652
chr2L,102000,104000,2L,218000,220000,17,0.5,0.425287356,277.7900202
chr2L,102000,104000,2L,220000,222000,7,6,0.42003998,396.0241892
chr2L,102000,104000,2L,222000,224000,15,17.5,0.449275362,607.6695265
chr2L,102000,104000,2L,224000,226000,2,2,0.445527236,562.8660517
chr2L,104000,106000,2L,104000,106000,870,0,0.415292354,447.6903923
chr2L,104000,106000,2L,106000,108000,1948,2,0.417791104,494.9498106
chr2L,104000,106000,2L,108000,110000,678,4,0.434282859,700.7582389
chr2L,104000,106000,2L,110000,112000,540,1,0.411794103,279.3722457
chr2L,104000,106000,2L,112000,114000,427,0,0.414042979,277.441561
chr2L,104000,106000,2L,114000,116000,539,6.5,0.382808596,372.2617496
chr2L,104000,106000,2L,116000,118000,473,0.5,0.397051474,266.5740089
chr2L,104000,106000,2L,118000,120000,336,0,0.419790105,304.5394952
chr2L,104000,106000,2L,120000,122000,431,1.5,0.423538231,799.9500792
chr2L,104000,106000,2L,122000,124000,350,2,0.391804098,341.1189943
chr2L,104000,106000,2L,124000,126000,259,0.5,0.425287356,345.8554344
chr2L,104000,106000,2L,126000,128000,33,1,0.42153923,291.9415668
chr2L,104000,106000,2L,128000,130000,297,5,0.44027986,1024.246917
chr2L,104000,106000,2L,130000,132000,61,3.5,0.407796102,474.8182955
chr2L,104000,106000,2L,132000,134000,120,1.5,0.468765617,442.1169049
chr2L,104000,106000,2L,134000,136000,80,0.5,0.388805597,359.3840834
chr2L,104000,106000,2L,136000,138000,112,1,0.404047976,376.1005019
chr2L,104000,106000,2L,138000,140000,124,0.5,0.409295352,279.0226061
chr2L,104000,106000,2L,140000,142000,101,1.5,0.434282859,283.2592331
chr2L,104000,106000,2L,142000,144000,133,10,0.450524738,513.1390824
chr2L,104000,106000,2L,144000,146000,66,1,0.447026487,286.1610612
chr2L,104000,106000,2L,146000,148000,71,3,0.438030985,270.7715207
chr2L,104000,106000,2L,148000,150000,67,0.5,0.437781109,270.0938407
chr2L,104000,106000,2L,150000,152000,68,0,0.435282359,268.8560732
chr2L,104000,106000,2L,152000,154000,86,0.5,0.449025487,270.4584407
chr2L,104000,106000,2L,154000,156000,92,1.5,0.433533233,425.1947892
chr2L,104000,106000,2L,156000,158000,121,0.5,0.41804098,365.6087516
chr2L,104000,106000,2L,158000,160000,74,4,0.400049975,680.3257427
chr2L,104000,106000,2L,160000,162000,11,8,0.416041979,2058.534912
chr2L,104000,106000,2L,162000,164000,25,1,0.391304348,622.8564232
chr2L,104000,106000,2L,164000,166000,48,0.5,0.389305347,475.8114972
chr2L,104000,106000,2L,166000,168000,8,0.5,0.395802099,1184.512073
chr2L,104000,106000,2L,168000,170000,33,1.5,0.391304348,480.2833466
chr2L,104000,106000,2L,170000,172000,40,0.5,0.370314843,292.8825375
chr2L,104000,106000,2L,172000,174000,37,1,0.384807596,259.7049465
chr2L,104000,106000,2L,174000,176000,17,0,0.372813593,257.3303799
chr2L,104000,106000,2L,176000,178000,13,0.5,0.369315342,252.6515791
chr2L,104000,106000,2L,178000,180000,32,1,0.404797601,267.2832711
chr2L,104000,106000,2L,180000,182000,26,0,0.416041979,280.1803386
chr2L,104000,106000,2L,182000,184000,9,3.5,0.389805097,419.1903197
chr2L,104000,106000,2L,184000,186000,25,0.5,0.473263368,277.231685
chr2L,104000,106000,2L,186000,188000,27,0,0.429285357,263.8162928
chr2L,104000,106000,2L,188000,190000,32,0,0.46151924,278.9284996
chr2L,104000,106000,2L,190000,192000,35,0,0.443528236,277.9378098
chr2L,104000,106000,2L,192000,194000,13,0,0.433783108,271.1059859
chr2L,104000,106000,2L,194000,196000,32,0,0.456021989,282.9286844
chr2L,104000,106000,2L,196000,198000,28,0,0.448775612,281.8580871
chr2L,104000,106000,2L,198000,2.00E+05,19,0,0.456521739,278.0998762
chr2L,104000,106000,2L,2.00E+05,202000,19,0.5,0.420789605,270.5266746
chr2L,104000,106000,2L,202000,204000,36,3,0.368565717,353.6499374
chr2L,104000,106000,2L,204000,206000,31,0.5,0.444527736,294.9775732
chr2L,104000,106000,2L,206000,208000,25,2.5,0.414792604,371.8717648
chr2L,104000,106000,2L,208000,210000,22,0.5,0.454272864,271.6500886
chr2L,104000,106000,2L,210000,212000,25,0,0.37906047,266.745373
chr2L,104000,106000,2L,212000,214000,32,0,0.474762619,284.4975424
chr2L,104000,106000,2L,214000,216000,22,0,0.46101949,276.3327127
chr2L,104000,106000,2L,216000,218000,13,0,0.438030985,278.885061
chr2L,104000,106000,2L,218000,220000,11,0,0.410044978,263.460316
chr2L,104000,106000,2L,220000,222000,23,5.5,0.404797601,381.694485
chr2L,104000,106000,2L,222000,224000,21,17,0.434032984,593.3398222
chr2L,104000,106000,2L,224000,226000,2,1.5,0.430284858,548.5363475
chr2L,106000,108000,2L,106000,108000,1194,4,0.420289855,542.209229
chr2L,106000,108000,2L,108000,110000,986,6,0.436781609,748.0176573
chr2L,106000,108000,2L,110000,112000,693,3,0.414292854,326.6316641
chr2L,106000,108000,2L,112000,114000,569,2,0.416541729,324.7009794
chr2L,106000,108000,2L,114000,116000,662,8.5,0.385307346,419.5211679
chr2L,106000,108000,2L,116000,118000,542,2.5,0.399550225,313.8334273
chr2L,106000,108000,2L,118000,120000,334,2,0.422288856,351.7989136
chr2L,106000,108000,2L,120000,122000,521,3.5,0.426036982,847.2094975
chr2L,106000,108000,2L,122000,124000,430,4,0.394302849,388.3784127
